시군구,번지,본번,부번,건물명,전월세구분,전용면적,계약년월,계약일,보증금,월세,층,건축년도,도로명
부산광역시 사상구 주례동,54-168,0054,0168,세진빌,전세,16.98,202203,7,3000,0,3,2013,가야대로388번길 60
부산광역시 사상구 주례동,68-10,0068,0010,수목하우스,전세,24.99,202112,19,11000,0,4,2019,가야대로360번길 3
부산광역시 사상구 주례동,68-10,0068,0010,수목하우스,전세,21.88,202203,31,6500,0,5,2019,가야대로360번길 3
부산광역시 사상구 주례동,54-57,0054,0057,아름다운집,월세,18.745,202111,10,100,26,4,2003,가야대로388번길 16
부산광역시 사상구 주례동,60-29,0060,0029,아셀하우스,월세,24.8,202203,12,1500,30,4,2014,가야대로378번길 4-9
부산광역시 사상구 주례동,60-29,0060,0029,아셀하우스,월세,24.8,202204,23,500,40,3,2014,가야대로378번길 4-9
부산광역시 사상구 주례동,92-496,0092,0496,아트빌,월세,22.493,202112,30,3000,34,5,2017,주례로34번길 26
부산광역시 사상구 주례동,92-496,0092,0496,아트빌,월세,18.3668,202202,24,2000,35,3,2017,주례로34번길 26
부산광역시 사상구 주례동,92-496,0092,0496,아트빌,월세,16.8058,202202,24,2000,30,3,2017,주례로34번길 26
부산광역시 사상구 주례동,92-496,0092,0496,아트빌,월세,16.8058,202202,25,500,44,4,2017,주례로34번길 26
부산광역시 사상구 주례동,92-496,0092,0496,아트빌,월세,18.3668,202202,28,300,32,2,2017,주례로34번길 26
부산광역시 사상구 주례동,92-496,0092,0496,아트빌,월세,22.8215,202205,13,500,45,2,2017,주례로34번길 26
부산광역시 사상구 주례동,60-25,0060,0025,양지파크,월세,27.72,202111,8,500,51,5,2016,가야대로378번길 6
부산광역시 사상구 주례동,60-25,0060,0025,양지파크,월세,29.29,202111,30,2300,47,4,2016,가야대로378번길 6
부산광역시 사상구 주례동,60-25,0060,0025,양지파크,월세,27.72,202202,13,2300,46,5,2016,가야대로378번길 6
부산광역시 사상구 주례동,60-25,0060,0025,양지파크,월세,27.72,202205,27,500,50,4,2016,가야대로378번길 6
부산광역시 사상구 주례동,60-25,0060,0025,양지파크,월세,27.72,202205,27,500,50,4,2016,가야대로378번길 6
부산광역시 사상구 주례동,55-93,0055,0093,영동뷰1,월세,14.272,202112,20,3000,7,4,2010,주례로27번길 38
부산광역시 사상구 주례동,55-93,0055,0093,영동뷰1,월세,14.272,202201,10,3000,7,4,2010,주례로27번길 38
부산광역시 사상구 주례동,55-93,0055,0093,영동뷰1,전세,13.026,202202,24,3500,0,1,2010,주례로27번길 38
부산광역시 사상구 주례동,55-93,0055,0093,영동뷰1,월세,14.098,202204,26,500,30,1,2010,주례로27번길 38
부산광역시 사상구 주례동,55-93,0055,0093,영동뷰1,월세,13.002,202205,25,500,30,2,2010,주례로27번길 38
부산광역시 사상구 주례동,143-5,0143,0005,영동뷰2차,월세,15.1137,202201,7,300,35,3,2010,냉정로 92
부산광역시 사상구 주례동,143-5,0143,0005,영동뷰2차,월세,15.1137,202201,13,300,40,4,2010,냉정로 92
부산광역시 사상구 주례동,143-5,0143,0005,영동뷰2차,월세,15.1137,202203,25,500,30,3,2010,냉정로 92
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,21.66,202201,17,500,35,4,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,21.66,202202,5,300,35,4,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,27.18,202202,7,500,35,5,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,21.66,202202,10,300,36,3,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,21.66,202202,10,300,36,2,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,21.8,202202,15,300,35,5,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,27.18,202202,16,500,37,5,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,21,202202,18,300,36,3,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,92-73,0092,0073,영원빌라,월세,21.8,202202,25,300,35,5,2002,가야대로330번길 84-7
부산광역시 사상구 주례동,166-11,0166,0011,제네시스빌,월세,39.99,202112,27,1000,30,3,2002,주례로 40
부산광역시 사상구 주례동,166-11,0166,0011,제네시스빌,월세,35.3,202201,25,1000,34,2,2002,주례로 40
부산광역시 사상구 주례동,125,0125,0000,조영주택,전세,51.68,202112,3,10000,0,2,1984,가야대로306번길 29
부산광역시 사상구 주례동,208-5,0208,0005,주례델타빌,월세,19.98,202112,12,500,23,4,2002,주감로 192-1
부산광역시 사상구 주례동,54-201,0054,0201,참존빌,월세,11.902,202202,22,500,39,2,2018,가야대로388번길 38
부산광역시 사상구 주례동,92-36,0092,0036,캐슬SMILE,전세,15.75,202201,3,6500,0,2,2020,가야대로330번길 72-11
부산광역시 사상구 주례동,92-36,0092,0036,캐슬SMILE,전세,16.11,202201,12,6500,0,3,2020,가야대로330번길 72-11
부산광역시 사상구 주례동,152-18,0152,0018,퀸즈캐슬,전세,21.82,202203,17,12000,0,9,2020,가야대로344번길 11-13
부산광역시 사상구 주례동,152-18,0152,0018,퀸즈캐슬,전세,24.43,202204,24,15000,0,9,2020,가야대로344번길 11-13
부산광역시 사상구 주례동,60-40,0060,0040,퀸즈팰리스,전세,21.6,202201,3,11000,0,5,2018,가야대로378번길 8-4
부산광역시 사상구 주례동,166-100,0166,0100,탑팰리스,월세,14.89,202202,19,2000,30,6,2021,주례로 32-1
부산광역시 사상구 주례동,166-100,0166,0100,탑팰리스,월세,14.04,202202,22,3000,15,6,2021,주례로 32-1
부산광역시 사상구 주례동,166-100,0166,0100,탑팰리스,월세,14.39,202202,25,2000,38,5,2021,주례로 32-1
부산광역시 사상구 주례동,166-100,0166,0100,탑팰리스,월세,14.89,202202,26,2000,40,5,2021,주례로 32-1
부산광역시 사상구 주례동,166-100,0166,0100,탑팰리스,월세,14.04,202204,1,2000,38,7,2021,주례로 32-1
부산광역시 사상구 주례동,84-75,0084,0075,태경빌라,전세,42.525,202203,31,9000,0,3,2011,진사로36번길 27
부산광역시 사상구 주례동,55-89,0055,0089,토담하우스,월세,24.58,202111,24,7000,13,2,2011,가야대로378번길 52
부산광역시 사상구 주례동,55-89,0055,0089,토담하우스,전세,24.58,202201,26,7350,0,3,2011,가야대로378번길 52
부산광역시 사상구 주례동,55-89,0055,0089,토담하우스,전세,24.42,202202,18,7350,0,3,2011,가야대로378번길 52
부산광역시 사상구 주례동,55-89,0055,0089,토담하우스,전세,24.42,202204,5,7000,0,2,2011,가야대로378번길 52
부산광역시 사상구 주례동,79-5,0079,0005,한솔빌,월세,12.38,202111,3,300,27,3,2013,주례로27번길 10
부산광역시 사상구 주례동,79-5,0079,0005,한솔빌,전세,12.38,202202,10,4000,0,4,2013,주례로27번길 10
부산광역시 사상구 주례동,54-104,0054,0104,해랑,월세,15.9,202111,15,500,33,4,2012,가야대로388번길 24
부산광역시 사상구 주례동,92-254,0092,0254,해오름JS,월세,18.56,202201,26,500,26,2,2011,주례로34번길 32
부산광역시 사상구 주례동,92-254,0092,0254,해오름JS,월세,21.39,202202,28,100,32,4,2011,주례로34번길 32
부산광역시 사상구 주례동,166-158,0166,0158,해피빌,월세,14.85,202203,1,100,32,2,2003,주례로34번길 25
부산광역시 사상구 주례동,166-158,0166,0158,해피빌,월세,15.44,202204,8,200,30,3,2003,주례로34번길 25
부산광역시 사상구 주례동,54-185,0054,0185,행복예감,월세,18.46,202203,28,200,35,3,2013,가야대로388번길 55-4
부산광역시 사상구 주례동,54-185,0054,0185,행복예감,월세,18.46,202204,23,1000,30,4,2013,가야대로388번길 55-4
부산광역시 사상구 주례동,54-112,0054,0112,행운빌라,전세,49.95,202112,28,15000,0,6,2014,가야대로388번길 32
부산광역시 사상구 주례동,54-112,0054,0112,행운빌라,전세,45.8,202204,11,12000,0,6,2014,가야대로388번길 32
부산광역시 사상구 주례동,92-137,0092,0137,화송hermas,월세,19.3,202201,25,500,29,2,2012,주례로34번길 35
부산광역시 사상구 주례동,92-137,0092,0137,화송hermas,월세,17.55,202202,16,300,36,5,2012,주례로34번길 35
부산광역시 사상구 주례동,92-137,0092,0137,화송hermas,월세,12.93,202202,26,300,39,2,2012,주례로34번길 35
부산광역시 사상구 주례동,92-137,0092,0137,화송hermas,월세,17.55,202202,26,1000,31,3,2012,주례로34번길 35
부산광역시 사상구 주례동,55-149,0055,0149,효원룸,월세,11.715,202111,23,200,23,2,2001,가야대로366번길 19-9
부산광역시 사상구 주례동,55-149,0055,0149,효원룸,월세,12.895,202112,27,300,23,1,2001,가야대로366번길 19-9
부산광역시 사상구 주례동,55-149,0055,0149,효원룸,월세,11.715,202203,22,200,22,1,2001,가야대로366번길 19-9
부산광역시 사상구 주례동,55-149,0055,0149,효원룸,월세,11.715,202205,27,200,23,3,2001,가야대로366번길 19-9
부산광역시 사상구 주례동,72-3,0072,0003,휴먼빌,전세,44.82,202112,3,9000,0,6,2003,주례로 13
부산광역시 사상구 주례동,72-3,0072,0003,휴먼빌,월세,34.27,202201,19,6500,10,4,2003,주례로 13
부산광역시 사상구 학장동,580-2,0580,0002,(580-2)학장연립A,월세,38.64,202204,12,500,20,1,1982,대동로159번길 79
부산광역시 사상구 학장동,585-88,0585,0088,신선빌라,월세,82.14,202205,1,3500,25,3,1993,대동로159번길 111-8
부산광역시 사상구 학장동,213-10,0213,0010,애림빌라,전세,56.95,202204,9,3500,0,3,1997,학장로236번길 1-11
부산광역시 사상구 학장동,433-2,0433,0002,에이케이빌딩,월세,20.35,202112,2,1500,38,6,2015,학감대로123번길 68
부산광역시 사상구 학장동,433-2,0433,0002,에이케이빌딩,월세,21.5,202112,13,2000,35,5,2015,학감대로123번길 68
부산광역시 사상구 학장동,433-2,0433,0002,에이케이빌딩,월세,26.21,202201,13,2000,40,6,2015,학감대로123번길 68
부산광역시 사상구 학장동,578-8,0578,0008,우성파크빌라A동,전세,49.92,202203,26,12000,0,3,1996,대동로159번길 67
부산광역시 사상구 학장동,213-8,0213,0008,행운빌라,전세,62.87,202202,16,8000,0,2,1997,학장로236번길 1-9
부산광역시 사하구 감천동,269-1,0269,0001,공영빌라(269-1),월세,47.71,202111,23,2000,10,3,1997,감천로178번길 33
부산광역시 사하구 감천동,613-3,0613,0003,금영(613-3),월세,50.8,202112,8,2000,15,3,1992,감천로21번길 46
부산광역시 사하구 감천동,803-34,0803,0034,다원아르몬빌,전세,74.625,202112,30,10500,0,3,2004,사하로 74-4
부산광역시 사하구 감천동,480-1,0480,0001,에버그린빌가동,월세,63.36,202112,17,2000,65,3,2016,감천로109번길 14
부산광역시 사하구 감천동,산79,0079,0000,옥녀아파트,전세,64.16,202202,12,6500,0,1,1980,감천로105번길 61
부산광역시 사하구 감천동,552,0552,0000,자유,월세,80.64,202204,18,1000,30,3,1985,감천로105번길 57
부산광역시 사하구 감천동,49-1,0049,0001,한마음시티빌,전세,63.47,202202,19,9000,0,1,2015,천해로 101
부산광역시 사하구 감천동,618-3,0618,0003,한영빌,월세,22.95,202111,10,500,30,3,2012,감천로43번길 25-1
부산광역시 사하구 감천동,618-3,0618,0003,한영빌,월세,15.21,202111,25,1000,25,4,2012,감천로43번길 25-1
부산광역시 사하구 감천동,618-3,0618,0003,한영빌,월세,16.28,202204,20,500,25,3,2012,감천로43번길 25-1
부산광역시 사하구 감천동,500-88,0500,0088,항도(500-88),월세,47.4,202112,25,500,20,2,1980,감천로89번길 48
부산광역시 사하구 괴정동,232-3,0232,0003,(232-3),월세,43.04,202205,2,0,20,2,1980,사리로46번길 7-3
부산광역시 사하구 괴정동,542-21,0542,0021,(542-21),월세,29.7576,202202,6,500,45,3,2021,사하로141번나길 118
부산광역시 사하구 괴정동,542-21,0542,0021,(542-21),월세,16.4081,202202,18,1500,28,2,2021,사하로141번나길 118
부산광역시 사하구 괴정동,542-21,0542,0021,(542-21),월세,23.0266,202203,12,1000,35,4,2021,사하로141번나길 118
부산광역시 사하구 괴정동,555-5,0555,0005,The테라스,월세,48.06,202202,18,4050,11,2,2019,괴정로232번길 18
부산광역시 사하구 괴정동,555-30,0555,0030,강남하이빌B동,월세,53.43,202202,8,6000,30,2,2014,괴정로232번길 10
부산광역시 사하구 괴정동,555-30,0555,0030,강남하이빌B동,월세,45.23,202202,22,13000,5,2,2014,괴정로232번길 10
부산광역시 사하구 괴정동,958-20,0958,0020,강전빌,월세,17.08,202202,21,500,40,4,2016,오작로3번길 15-8
부산광역시 사하구 괴정동,958-20,0958,0020,강전빌,월세,20.31,202203,10,500,45,3,2016,오작로3번길 15-8
부산광역시 사하구 괴정동,958-20,0958,0020,강전빌,월세,17.08,202205,29,3000,15,3,2016,오작로3번길 15-8
부산광역시 사하구 괴정동,563-12,0563,0012,경흥,전세,59.52,202202,28,4000,0,4,1987,장평로 419
부산광역시 사하구 괴정동,354-126,0354,0126,고운집,전세,27.54,202203,13,5500,0,2,2002,낙동대로135번길 33
부산광역시 사하구 괴정동,442-10,0442,0010,골든빌,월세,22.28,202204,11,3000,30,3,2013,오작로3번길 14
부산광역시 사하구 괴정동,448-20,0448,0020,괴정동드림빌,월세,76.245,202204,26,1500,48,1,2011,사하로166번길 39
부산광역시 사하구 괴정동,448-20,0448,0020,괴정동드림빌,월세,76.245,202204,26,1500,48,1,2011,사하로166번길 39
부산광역시 사하구 괴정동,448-20,0448,0020,괴정동드림빌,전세,63.995,202205,13,9000,0,3,2011,사하로166번길 39
부산광역시 사하구 괴정동,495-9,0495,0009,괴정동예원하이츠,월세,23.29,202201,22,500,40,3,2016,사하로141번나길 15
부산광역시 사하구 괴정동,1063-131,1063,0131,괴정효산빌라,전세,63.81,202111,24,7000,0,1,1995,승학로233번길 74
부산광역시 사하구 괴정동,1063-131,1063,0131,괴정효산빌라,전세,74.7,202204,26,7000,0,4,1995,승학로233번길 74
부산광역시 사하구 괴정동,354-28,0354,0028,구산주택,전세,43.35,202202,16,4500,0,2,1984,오작로 121-1
부산광역시 사하구 괴정동,544-10,0544,0010,궁전아트빌라,전세,78.97,202201,8,12000,0,2,1999,괴정로244번길 12-5
부산광역시 사하구 괴정동,36-1,0036,0001,그레이스빌,월세,60.46,202202,21,2000,55,5,2016,까치고개로47번길 6
부산광역시 사하구 괴정동,555-15,0555,0015,그레이스빌,전세,70.25,202204,16,20000,0,2,2017,괴정로 230
부산광역시 사하구 괴정동,188-29,0188,0029,글로리아트빌,전세,30.6,202204,28,8000,0,5,2014,대티로 58
부산광역시 사하구 괴정동,555-35,0555,0035,금영빌,월세,26.83,202111,27,2000,45,5,2013,사하로141번길 140
부산광역시 사하구 괴정동,240-32,0240,0032,다빈치하우스,전세,57.11,202201,26,11000,0,3,2013,사리로55번길 14
부산광역시 사하구 괴정동,872-1,0872,0001,대성빌,월세,25.26,202205,24,500,45,4,2011,사하로185번길 35-1
부산광역시 사하구 괴정동,354-184,0354,0184,대성빌리지,전세,51.67,202111,15,5000,0,3,2002,오작로 119
부산광역시 사하구 괴정동,354-184,0354,0184,대성빌리지,전세,33,202112,28,5000,0,3,2002,오작로 119
부산광역시 사하구 괴정동,984,0984,0000,대화빌라,전세,84.52,202201,12,17000,0,4,1998,회화나무길 62
부산광역시 사하구 괴정동,1103-9,1103,0009,더글로리,전세,47.325,202202,14,15000,0,3,2021,마하로12번길 8
부산광역시 사하구 괴정동,783-1,0783,0001,더존빌리지3,전세,49.17,202203,24,16000,0,3,2016,낙동대로258번길 6
부산광역시 사하구 괴정동,260-304,0260,0304,덕원빌라,월세,51.56,202202,19,1000,45,2,2003,회화나무길 111-6
부산광역시 사하구 괴정동,568-9,0568,0009,동남파크빌라,전세,69.48,202205,12,10000,0,2,2002,낙동대로295번길 28
부산광역시 사하구 괴정동,378-33,0378,0033,동문빌라,전세,84.9,202204,25,11000,0,1,1998,오작로 72
부산광역시 사하구 괴정동,378-33,0378,0033,동문빌라,전세,84.9,202204,25,11000,0,1,1998,오작로 72
부산광역시 사하구 괴정동,65-4,0065,0004,동산C동,전세,42.24,202205,12,1000,0,3,1984,오작로176번길 5
부산광역시 사하구 괴정동,1071-7,1071,0007,동아빌,전세,65.02,202203,24,12000,0,2,2015,승학로161번길 90
부산광역시 사하구 괴정동,1071-7,1071,0007,동아빌,전세,63.18,202205,6,11000,0,2,2015,승학로161번길 90
부산광역시 사하구 괴정동,536-4,0536,0004,동아월드빌,전세,84.88,202203,5,12000,0,2,2001,사하로141번길 90
부산광역시 사하구 괴정동,1047-4,1047,0004,드림빌,전세,33.79,202112,3,6000,0,5,2002,승학로 226
부산광역시 사하구 괴정동,496-8,0496,0008,루이빌,전세,29.75,202201,25,8000,0,3,2018,사하로141번나길 6
부산광역시 사하구 괴정동,496-8,0496,0008,루이빌,월세,29.75,202204,26,800,40,2,2018,사하로141번나길 6
부산광역시 사하구 괴정동,1047-5,1047,0005,메종드1920,전세,46.79,202112,26,13000,0,3,2016,승학로 228
부산광역시 사하구 괴정동,298-7,0298,0007,메종빌,월세,12.3324,202203,18,500,25,3,2011,사하로198번길 102
부산광역시 사하구 괴정동,298-7,0298,0007,메종빌,전세,19.0605,202204,28,4500,0,2,2011,사하로198번길 102
부산광역시 사하구 괴정동,538-1,0538,0001,모닝하우스,전세,45.094,202205,2,10000,0,4,2018,괴정로244번길 39
부산광역시 사하구 괴정동,539-17,0539,0017,보금자리,전세,49.14,202204,5,13000,0,5,2016,사하로141번나길 97
부산광역시 사하구 괴정동,577-1,0577,0001,삼강까치빌라(577-1),전세,76.32,202204,25,15000,0,2,1995,낙동대로318번길 2
부산광역시 사하구 괴정동,577-1,0577,0001,삼강까치빌라(577-1),전세,76.32,202204,27,11000,0,4,1995,낙동대로318번길 2
부산광역시 사하구 괴정동,1-6,0001,0006,"삼안그린빌라(107동,108동)",월세,61.84,202111,3,500,20,3,1998,까치고개로 72
부산광역시 사하구 괴정동,1079-8,1079,0008,삼해주택,전세,37.59,202112,4,4500,0,2,1980,승학로 158-1
부산광역시 사하구 괴정동,1079-8,1079,0008,삼해주택,전세,37.59,202205,12,7500,0,1,1980,승학로 158-1
부산광역시 사하구 괴정동,1078-1,1078,0001,성림(1078-1),전세,64.38,202203,11,11000,0,4,1984,마하로 36
부산광역시 사하구 괴정동,536-2,0536,0002,성심드림하우스,전세,28.96,202203,15,8000,0,2,2020,괴정로244번길 17
부산광역시 사하구 괴정동,536-2,0536,0002,성심드림하우스,전세,28.96,202203,15,8000,0,2,2020,괴정로244번길 17
부산광역시 사하구 괴정동,536-2,0536,0002,성심드림하우스,전세,28.96,202203,15,8000,0,2,2020,괴정로244번길 17
부산광역시 사하구 괴정동,647-2,0647,0002,성한주택(647-2),월세,55.48,202205,4,300,18,1,1990,장평로420번길 37
부산광역시 사하구 괴정동,581-14,0581,0014,성현쌍떼빌,전세,15.465,202112,18,4000,0,2,2013,장평로449번길 83
부산광역시 사하구 괴정동,551-5,0551,0005,송림,월세,18.62,202202,8,3300,20,2,2012,장평로449번길 27
부산광역시 사하구 괴정동,551-5,0551,0005,송림,월세,21.36,202204,9,500,30,2,2012,장평로449번길 27
부산광역시 사하구 괴정동,1066-18,1066,0018,송원주택(1066-18),전세,47.91,202111,25,7000,0,3,1983,승학로229번길 1
부산광역시 사하구 괴정동,1066-18,1066,0018,송원주택(1066-18),전세,47.91,202202,11,7000,0,2,1983,승학로229번길 1
부산광역시 사하구 괴정동,1066-18,1066,0018,송원주택(1066-18),전세,47.91,202202,11,7000,0,2,1983,승학로229번길 1
부산광역시 사하구 괴정동,1066-18,1066,0018,송원주택(1066-18),전세,48.2,202203,18,6000,0,2,1983,승학로229번길 1
부산광역시 사하구 괴정동,381-3,0381,0003,스타시티A동,전세,46.0866,202202,24,17000,0,4,2019,사리로8번길 13
부산광역시 사하구 괴정동,381-3,0381,0003,스타시티B동,전세,45.0502,202201,19,14250,0,4,2019,사리로8번길 13
부산광역시 사하구 괴정동,381-3,0381,0003,스타시티B동,전세,45.0502,202203,5,15000,0,3,2019,사리로8번길 13
부산광역시 사하구 괴정동,335-15,0335,0015,스텔라빌,월세,18.38,202202,5,300,37,3,2013,낙동대로140번길 17
부산광역시 사하구 괴정동,335-15,0335,0015,스텔라빌,월세,17.76,202202,19,300,40,3,2013,낙동대로140번길 17
부산광역시 사하구 괴정동,335-15,0335,0015,스텔라빌,월세,19.44,202204,16,500,34,2,2013,낙동대로140번길 17
부산광역시 사하구 괴정동,358-4,0358,0004,신동미니,월세,34.81,202204,25,1000,30,1,1981,사리로8번길 46
부산광역시 사하구 괴정동,1130-8,1130,0008,신세계,월세,14.18,202204,30,300,25,3,2013,장평로449번길 108
부산광역시 사하구 괴정동,260-317,0260,0317,신일빌라(260-317),월세,76.53,202202,24,2000,30,1,2000,회화나무길 113
부산광역시 사하구 괴정동,1056-10,1056,0010,신일주택,전세,60.08,202112,3,7000,0,1,1983,승학로229번길 24
부산광역시 사하구 괴정동,446-7,0446,0007,신흥빌라,전세,46.435,202202,8,4000,0,5,2005,오작로8번안길 33
부산광역시 사하구 괴정동,1130-7,1130,0007,양지코쿤빌,전세,35.35,202201,12,5000,0,3,2012,낙동대로327번길 9-1
부산광역시 사하구 괴정동,898-2,0898,0002,에스피아트룸,월세,22.04,202111,27,500,40,4,2013,낙동대로250번길 4
부산광역시 사하구 괴정동,898-2,0898,0002,에스피아트룸,월세,22.02,202203,21,500,30,3,2013,낙동대로250번길 4
부산광역시 사하구 괴정동,898-2,0898,0002,에스피아트룸,월세,26.55,202204,18,200,38,2,2013,낙동대로250번길 4
부산광역시 사하구 괴정동,898-2,0898,0002,에스피아트룸,월세,22.04,202205,6,200,35,3,2013,낙동대로250번길 4
부산광역시 사하구 괴정동,898-2,0898,0002,에스피아트룸,월세,20.2,202205,10,300,45,4,2013,낙동대로250번길 4
부산광역시 사하구 괴정동,181,0181,0000,오남빌라,전세,113.84,202112,15,10000,0,3,1992,낙동대로140번길 103
부산광역시 사하구 괴정동,181,0181,0000,오남빌라,전세,113.84,202112,15,10000,0,3,1992,낙동대로140번길 103
부산광역시 사하구 괴정동,181,0181,0000,오남빌라,전세,113.84,202112,15,10000,0,3,1992,낙동대로140번길 103
부산광역시 사하구 괴정동,487-45,0487,0045,우리원룸,월세,40.83,202111,16,1000,30,4,2002,사하로155번길 2
부산광역시 사하구 괴정동,487-8,0487,0008,우리원룸(487-8),월세,39.96,202112,11,100,30,3,2002,사하로155번길 6
부산광역시 사하구 괴정동,260-526,0260,0526,원광,전세,45.29,202203,21,5200,0,2,1981,승학로 281
부산광역시 사하구 괴정동,550-2,0550,0002,원진맨션(550-2),전세,71.45,202202,19,13000,0,1,1983,낙동대로295번길 11
부산광역시 사하구 괴정동,354-108,0354,0108,위너스빌,전세,46.46,202202,4,15000,0,3,2016,까치고개로6번길 15
부산광역시 사하구 괴정동,260-185,0260,0185,유진빌라(260-185),전세,74.35,202201,18,10000,0,4,2001,낙동대로200번길 27
부산광역시 사하구 괴정동,352-117,0352,0117,은창골든빌(352-117),전세,75.33,202112,6,10000,0,3,2002,오작로 118
부산광역시 사하구 괴정동,352-117,0352,0117,은창골든빌(352-117),전세,75.33,202112,6,10000,0,3,2002,오작로 118
부산광역시 사하구 괴정동,1063-141,1063,0141,은창빌라,전세,45.57,202112,15,4000,0,4,2002,승학로281번길 131
부산광역시 사하구 괴정동,539-4,0539,0004,은화주택,월세,46.48,202201,13,500,25,2,1980,사하로141번나길 89
부산광역시 사하구 괴정동,570-32,0570,0032,이룸빌,월세,22.82,202205,5,300,30,5,2013,장평로449번길 49
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,전세,26.9656,202201,5,8000,0,5,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,전세,26.9656,202201,5,8000,0,5,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,전세,26.9656,202201,12,8000,0,4,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,전세,26.9656,202201,19,8000,0,4,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,전세,26.9656,202201,24,8000,0,2,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,전세,26.9656,202201,28,8000,0,5,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,월세,26.9656,202202,10,2000,50,3,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,907-2,0907,0002,이룸하우스,전세,26.9656,202202,14,8000,0,2,2021,낙동대로250번길 6
부산광역시 사하구 괴정동,571-43,0571,0043,이브하우스,월세,17.99,202204,6,1000,25,6,2013,낙동대로309번길 3
부산광역시 사하구 괴정동,958-19,0958,0019,일강빌,월세,27.65,202112,17,2000,55,5,2016,오작로3번길 15-6
부산광역시 사하구 괴정동,958-19,0958,0019,일강빌,전세,27.65,202202,15,10000,0,5,2016,오작로3번길 15-6
부산광역시 사하구 괴정동,393-2,0393,0002,일신빌라(393-2),월세,69.48,202204,12,9000,10,3,1998,사리로 3-1
부산광역시 사하구 괴정동,571-24,0571,0024,일신빌라(571-24),월세,73.19,202204,26,500,25,4,1997,장평로449번길 50
부산광역시 사하구 괴정동,446-27,0446,0027,정우빌라(446-27),월세,52.98,202205,7,1000,38,4,2002,오작로8번안길 22
부산광역시 사하구 괴정동,446-27,0446,0027,정우빌라(446-27),월세,52.98,202205,7,1000,38,4,2002,오작로8번안길 22
부산광역시 사하구 괴정동,1230-2,1230,0002,정원주택,전세,44,202203,30,8000,0,1,1983,괴정로 138
부산광역시 사하구 괴정동,1230-2,1230,0002,정원주택,전세,43.82,202204,19,8000,0,2,1983,괴정로 138
부산광역시 사하구 괴정동,1230-2,1230,0002,정원주택,전세,43.82,202204,19,8000,0,2,1983,괴정로 138
부산광역시 사하구 괴정동,563-4,0563,0004,제일빌라(563-4),전세,65.46,202202,9,6000,0,2,1997,낙동대로295번길 51-8
부산광역시 사하구 괴정동,386-24,0386,0024,종금하이츠빌라(386-24),월세,66.71,202111,6,2000,45,2,1999,사리로 11
부산광역시 사하구 괴정동,386-26,0386,0026,종금하이츠빌라(386-26),전세,76.16,202202,3,16000,0,3,1999,사리로 11
부산광역시 사하구 괴정동,386-26,0386,0026,종금하이츠빌라(386-26),전세,76.16,202204,21,13500,0,3,1999,사리로 11
부산광역시 사하구 괴정동,554-15,0554,0015,창조글로리,전세,49.825,202203,11,14000,0,5,2014,괴정로231번길 13
부산광역시 사하구 괴정동,1071-2,1071,0002,천우빌라,전세,75.87,202111,23,11000,0,2,1997,마하로 78-6
부산광역시 사하구 괴정동,795-5,0795,0005,청룡빌리지,월세,72.33,202111,5,10000,30,4,2003,승학로 210
부산광역시 사하구 괴정동,260-383,0260,0383,청송,월세,12.89,202205,3,100,30,5,2011,낙동대로190번길 4
부산광역시 사하구 괴정동,260-383,0260,0383,청송,전세,30.29,202205,19,5000,0,6,2011,낙동대로190번길 4
부산광역시 사하구 괴정동,260-383,0260,0383,청송,월세,13.83,202205,19,2500,10,5,2011,낙동대로190번길 4
부산광역시 사하구 괴정동,12-10,0012,0010,청탑황토방빌라,전세,60.74,202205,17,8600,0,2,1998,까치고개로 38-1
부산광역시 사하구 괴정동,1035-2,1035,0002,코너스톤빌,월세,17.58,202201,5,1900,25,3,2012,낙동대로234번길 33
부산광역시 사하구 괴정동,1035-2,1035,0002,코너스톤빌,전세,14.21,202202,4,4000,0,4,2012,낙동대로234번길 33
